part_number,build_id,volume_mm3,x_position_mm,y_position_mm,z_position_mm,geometry,relative_density
1,B00833,3736042.0,143.12,2.92,336.45,bracket,94.63
2,B00833,2513501.0,-206.63,-76.87,119.71,cube,94.4
3,B00833,5809209.0,-12.56,43.21,106.71,cube,94.13
4,B00833,3590710.0,170.03,32.11,261.61,tensile_bar,94.61
0,B00834,5518083.0,102.77,138.24,72.89,cube,97.54
1,B00834,4907551.0,-79.4,-47.46,191.01,lattice,97.75
2,B00834,7103964.0,-43.9,84.13,266.43,bracket,
3,B00834,3251093.0,-246.6,59.39,251.08,bracket,98.45
0,B00835,2783973.0,171.44,-43.87,36.27,lattice,98.6
1,B00835,5688695.0,-79.96,166.76,,lattice,97.94
2,B00835,887627.0,212.9,-200.3,336.24,cube,97.79
3,B00835,,79.27,128.31,29.16,cube,98.51
0,B00836,5756779.0,225.2,207.19,45.48,bracket,94.91
1,B00836,2936522.0,-3.59,-27.48,203.67,tensile_bar,94.96
2,B00836,4499523.0,-128.43,-55.83,100.06,bracket,94.65
3,B00836,559661.0,,231.28,11.6,tensile_bar,93.54
4,B00836,8092970.0,110.17,38.34,2.97,bracket,95.17
0,B00837,3721900.0,-183.12,-231.35,220.38,tensile_bar,97.98
1,B00837,3330686.0,-232.41,169.37,213.12,bracket,96.68
2,B00837,2090960.0,,-8.28,208.2,bracket,97.48
3,B00837,3798937.0,-36.32,-13.23,348.33,bracket,97.59
4,B00837,4442167.0,-209.62,130.11,68.51,lattice,96.6
5,B00837,1416359.0,134.75,-38.4,27.45,bracket,
0,B00838,4375926.0,130.78,-41.54,219.18,tensile_bar,98.21
1,B00838,,-103.15,97.27,241.07,cube,98.78
2,B00838,5113860.0,-12.56,-204.8,349.98,tensile_bar,98.09
3,B00838,6930998.0,244.59,,151.42,tensile_bar,98.53
0,B00839,6120685.0,77.94,29.74,,cube,95.04
1,B00839,1718702.0,242.75,71.62,56.55,cube,95.36
2,B00839,1232888.0,-143.03,-81.2,320.19,bracket,95.15
3,B00839,,-43.12,,111.16,bracket,95.13
4,B00839,1812756.0,223.92,-30.22,263.16,tensile_bar,94.81
0,B00840,605248.0,-157.72,93.1,197.59,lattice,95.93
1,B00840,8617537.0,127.25,187.12,203.2,lattice,96.2
2,B00840,5288881.0,-224.7,-192.95,337.53,bracket,
3,B00840,,23.01,71.97,204.93,tensile_bar,
4,B00840,1321926.0,58.2,-46.59,143.62,lattice,96.69
0,B00841,3070541.0,234.39,-239.18,28.73,lattice,91.68
1,B00841,10149380.0,-12.02,-61.47,35.48,cube,98.85
2,B00841,1544980.0,196.39,165.59,346.56,lattice,98.79
3,B00841,6919908.0,217.58,83.83,,cube,98.02
0,B00842,1648245.0,-117.61,-167.93,180.74,bracket,96.26
1,B00842,8243891.0,-235.52,42.72,300.11,tensile_bar,95.81
2,B00842,1945588.0,37.01,-135.68,51.89,bracket,96.06
3,B00842,7478276.0,,47.83,91.19,lattice,95.72
0,B00843,2913030.0,12.55,116.49,,tensile_bar,98.34
1,B00843,626331.0,80.47,163.91,190.88,bracket,97.82
2,B00843,1291990.0,-82.61,-66.24,281.68,bracket,97.48
3,B00843,9238269.0,-52.56,88.08,347.02,lattice,97.98
4,B00843,7260870.0,-102.97,-212.96,70.25,bracket,97.94
0,B00844,6935368.0,193.74,-63.86,115.26,lattice,98.51
1,B00844,4235973.0,-11.32,143.85,136.86,cube,98.97
2,B00844,2370205.0,150.09,75.86,,cube,98.09
3,B00844,3646517.0,,-57.56,244.67,tensile_bar,98.62
0,B00845,5612646.0,86.28,-47.56,318.15,bracket,94.09
1,B00845,5415148.0,90.36,-44.96,,tensile_bar,92.92
2,B00845,4431842.0,-160.18,39.55,42.52,bracket,93.72
3,B00845,4619263.0,-12.22,205.71,244.17,lattice,92.95
0,B00846,4460149.0,-165.34,-115.61,104.13,cube,98.59
1,B00846,5585606.0,-188.75,219.07,98.69,lattice,98.02
2,B00846,7617721.0,156.71,109.77,178.23,bracket,98.82
3,B00846,3533092.0,157.69,105.47,52.9,tensile_bar,98.54
0,B00847,5750024.0,245.27,122.93,310.38,bracket,98.29
1,B00847,3545139.0,-140.62,182.48,258.71,tensile_bar,
2,B00847,1360740.0,188.27,240.44,88.01,cube,98.45
3,B00847,1565897.0,-120.13,207.77,,cube,97.38
4,B00847,3779920.0,-125.81,-198.98,161.98,bracket,98.34
0,B00848,3625221.0,-225.0,15.67,,lattice,94.66
1,B00848,1170632.0,238.87,-5.3,215.69,tensile_bar,94.46
2,B00848,4548235.0,186.37,-192.68,209.89,cube,94.44
3,B00848,2233357.0,-104.31,151.68,185.9,lattice,94.36
0,B00849,,-65.68,110.26,139.07,tensile_bar,97.06
1,B00849,9005573.0,215.58,132.87,207.96,lattice,
2,B00849,4707627.0,88.24,-203.44,137.31,bracket,96.74
3,B00849,4853929.0,,-100.87,338.06,lattice,97.11
0,B00850,2245778.0,129.41,,159.58,tensile_bar,
1,B00850,4366528.0,-138.26,138.58,179.35,cube,98.73
2,B00850,2160797.0,243.76,56.07,331.05,cube,98.24
3,B00850,3160643.0,153.98,-1.56,208.07,lattice,
4,B00850,3022838.0,202.75,-66.43,170.93,bracket,98.93
5,B00850,1456565.0,-110.43,13.28,295.18,cube,99.2
0,B00851,7719219.0,-225.97,,335.46,bracket,93.84
1,B00851,1711622.0,-15.97,-102.3,324.64,cube,93.28
2,B00851,1240577.0,-96.66,-226.05,221.97,lattice,93.29
3,B00851,9126909.0,140.49,-59.55,21.94,lattice,93.03
0,B00852,4295654.0,22.68,161.83,246.01,lattice,98.53
1,B00852,7629688.0,-31.5,147.51,51.46,lattice,99.2
2,B00852,2693440.0,-209.62,-143.94,348.97,cube,98.33
3,B00852,5363275.0,92.89,150.49,73.25,cube,
0,B00853,2402357.0,246.58,-37.49,302.72,lattice,98.26
1,B00853,2132889.0,-45.37,12.81,188.74,tensile_bar,98.72
2,B00853,5213185.0,40.48,-84.58,223.02,cube,91.98
3,B00853,9725523.0,-55.58,-56.23,,lattice,98.93
0,B00854,3085120.0,153.0,236.99,149.88,cube,97.19
1,B00854,5234411.0,,73.64,88.57,lattice,
2,B00854,7842566.0,14.87,18.04,184.76,lattice,97.47
3,B00854,2572352.0,11.32,136.46,98.5,tensile_bar,97.06
4,B00854,2495366.0,57.08,179.75,42.43,lattice,97.95
0,B00855,2327365.0,47.69,-226.1,39.14,lattice,94.95
1,B00855,2728839.0,162.33,164.67,61.51,lattice,94.7
2,B00855,5332870.0,14.11,-191.32,223.49,bracket,94.37
3,B00855,6323334.0,45.14,-11.24,95.97,lattice,94.24
4,B00855,5110047.0,217.13,46.31,285.19,cube,95.36
0,B00856,601527.0,-42.49,77.64,130.96,cube,98.25
1,B00856,,30.34,177.75,,bracket,97.16
2,B00856,7312049.0,125.26,124.24,204.38,tensile_bar,98.14
3,B00856,721010.0,66.4,,213.18,cube,97.86
4,B00856,4186106.0,248.94,246.47,211.99,tensile_bar,97.44
5,B00856,,42.2,203.23,68.05,tensile_bar,98.02
0,B00857,834222.0,-53.32,161.35,142.58,cube,97.78
1,B00857,3003432.0,221.06,-131.95,4.54,lattice,98.23
2,B00857,4789655.0,93.89,184.98,313.64,lattice,98.89
3,B00857,,,-162.93,34.75,cube,98.65
4,B00857,2078904.0,-16.79,-97.07,161.66,cube,98.34
5,B00857,4558388.0,,-156.66,78.16,tensile_bar,98.52
0,B00858,,71.94,131.74,150.03,lattice,
1,B00858,3541117.0,83.25,-59.63,34.31,cube,
2,B00858,2668745.0,-213.52,,,tensile_bar,98.54
3,B00858,8603652.0,-240.95,-9.36,251.8,bracket,97.12
0,B00859,4748284.0,-145.15,113.46,272.76,bracket,98.74
1,B00859,4189641.0,27.32,-31.37,163.88,lattice,99.36
2,B00859,2936517.0,-227.35,174.04,233.17,tensile_bar,98.93
3,B00859,5533714.0,106.33,239.76,137.33,lattice,98.44
4,B00859,3379275.0,74.86,-105.95,215.33,tensile_bar,98.18
0,B00860,2537408.0,45.33,111.64,,bracket,98.33
1,B00860,3931011.0,34.43,210.34,13.56,lattice,99.12
2,B00860,6871617.0,-136.16,177.13,131.33,lattice,99.09
3,B00860,3797943.0,119.25,-203.38,30.68,lattice,99.35
4,B00860,721153.0,33.07,3.6,187.89,cube,98.54
0,B00861,2189595.0,145.14,-153.39,146.76,lattice,
1,B00861,5653679.0,77.79,-216.38,,bracket,98.95
2,B00861,2799064.0,165.87,183.6,131.79,lattice,98.3
3,B00861,3620873.0,-224.7,-86.43,235.86,tensile_bar,98.89
0,B00862,4516200.0,89.4,179.45,80.79,bracket,98.83
1,B00862,2045678.0,-198.31,-234.46,,bracket,98.14
2,B00862,9397445.0,,66.58,92.68,lattice,99.59
3,B00862,3286082.0,-12.19,26.23,177.22,tensile_bar,98.08
0,B00863,6902622.0,70.53,182.04,316.99,bracket,96.74
1,B00863,,-154.25,-195.24,272.13,bracket,
2,B00863,2848428.0,97.85,224.19,97.82,tensile_bar,97.23
3,B00863,1038994.0,-238.55,,335.24,cube,97.03
0,B00864,2041993.0,82.86,-166.16,297.17,tensile_bar,98.12
1,B00864,2570052.0,-176.63,-122.02,305.44,cube,97.55
2,B00864,1623679.0,-161.18,-50.82,166.33,cube,97.28
3,B00864,357727.0,142.83,6.69,240.41,cube,97.74
0,B00865,10599109.0,-109.0,-24.03,226.01,lattice,97.99
1,B00865,5499300.0,186.2,197.11,,lattice,98.02
2,B00865,1630282.0,193.94,85.58,268.83,tensile_bar,97.68
3,B00865,2362299.0,,107.45,30.02,tensile_bar,98.64
0,B00866,5739685.0,137.87,-123.12,,bracket,96.76
1,B00866,3090994.0,-209.28,14.8,252.56,cube,97.36
2,B00866,770210.0,-30.11,-31.85,223.12,bracket,97.8
3,B00866,1902031.0,68.39,247.94,172.91,lattice,97.22
4,B00866,4084632.0,57.74,-208.1,268.44,tensile_bar,97.13
0,B00867,5420208.0,24.8,1.93,140.66,lattice,98.42
1,B00867,5130001.0,248.62,35.97,333.39,bracket,98.21
2,B00867,1720626.0,-163.28,-65.8,346.51,cube,98.08
3,B00867,7307156.0,38.14,-32.12,146.32,lattice,98.12
0,B00868,2201146.0,97.17,-238.9,338.89,tensile_bar,98.28
1,B00868,,-22.47,-55.91,17.05,tensile_bar,97.96
2,B00868,6175062.0,-18.07,169.12,92.75,lattice,98.28
3,B00868,5650352.0,50.63,-113.3,138.72,bracket,98.3
0,B00869,1353472.0,115.43,184.11,168.59,cube,
1,B00869,6061171.0,214.64,-135.97,117.67,cube,99.07
2,B00869,3058174.0,-247.72,158.59,,cube,98.27
3,B00869,3262171.0,109.71,208.13,300.96,lattice,98.51
4,B00869,2985892.0,-172.85,-42.52,246.88,bracket,98.65
0,B00870,2111233.0,169.75,-1.5,222.49,tensile_bar,98.71
1,B00870,1043887.0,70.5,155.47,165.88,tensile_bar,97.9
2,B00870,6567406.0,127.24,,276.33,cube,99.14
3,B00870,2077412.0,-29.63,-82.08,107.58,tensile_bar,98.44
4,B00870,7361514.0,143.27,200.38,186.46,tensile_bar,99.1
5,B00870,207094.0,229.06,229.72,225.53,bracket,98.61
0,B00871,3487175.0,182.57,52.56,,tensile_bar,97.83
1,B00871,2377493.0,-184.13,-12.12,114.59,lattice,
2,B00871,3112654.0,147.9,154.84,335.65,tensile_bar,97.83
3,B00871,8414965.0,,135.74,246.7,bracket,97.96
4,B00871,2500736.0,-12.33,25.23,321.87,tensile_bar,98.56
0,B00872,4077307.0,143.78,46.46,104.6,tensile_bar,98.93
1,B00872,,238.43,,155.03,bracket,97.64
2,B00872,4309194.0,140.34,46.71,316.66,lattice,98.25
3,B00872,1247168.0,39.42,-22.48,95.94,bracket,
0,B00873,1823370.0,55.14,85.93,122.61,lattice,98.11
1,B00873,315132.0,-47.51,189.57,264.6,cube,
2,B00873,4950884.0,119.7,-42.88,10.28,cube,
3,B00873,3238276.0,142.52,-158.05,302.93,lattice,
0,B00874,8023036.0,245.16,110.3,188.05,tensile_bar,98.91
1,B00874,3656684.0,-186.62,-109.63,205.12,bracket,
2,B00874,1959957.0,205.11,142.3,219.76,cube,99.75
3,B00874,2348808.0,,193.17,,tensile_bar,98.6
0,B00875,2185731.0,74.3,-208.92,165.18,tensile_bar,98.15
1,B00875,9204936.0,-58.27,-64.18,106.17,lattice,98.73
2,B00875,6068113.0,-150.94,-205.92,272.32,cube,98.4
3,B00875,2347231.0,-4.59,-240.0,31.84,lattice,
4,B00875,1896505.0,81.56,-179.1,106.45,lattice,98.31
0,B00876,4584475.0,2.39,-111.42,205.22,tensile_bar,97.72
1,B00876,1987921.0,121.05,128.03,,lattice,97.96
2,B00876,1259575.0,107.17,-191.41,,tensile_bar,98.61
3,B00876,291565.0,140.24,-196.39,,cube,
0,B00877,3188990.0,-10.51,-139.9,128.86,lattice,98.99
1,B00877,7849847.0,237.86,33.22,201.56,lattice,98.12
2,B00877,4426249.0,,-196.04,112.16,cube,99.12
3,B00877,4322216.0,225.37,-5.08,118.1,bracket,98.65
0,B00878,,-43.39,,232.8,tensile_bar,
1,B00878,7149183.0,-39.3,-88.01,42.82,cube,97.82
2,B00878,1296038.0,-82.42,192.82,173.01,bracket,97.92
3,B00878,7150337.0,-131.14,-221.11,348.54,cube,97.85
0,B00879,2617879.0,-113.89,202.57,324.38,cube,98.27
1,B00879,,169.57,143.65,121.69,cube,
2,B00879,1310848.0,88.19,-151.38,230.43,bracket,98.52
3,B00879,2482364.0,-145.49,107.91,122.13,lattice,
4,B00879,2716106.0,-28.3,143.85,123.94,lattice,
0,B00880,6869423.0,1.09,,125.07,bracket,98.61
1,B00880,5017099.0,154.83,104.41,,bracket,98.97
2,B00880,,-58.33,-96.81,197.38,bracket,98.67
3,B00880,2511660.0,77.18,72.45,244.84,cube,99.18
4,B00880,1384759.0,181.91,49.47,232.1,bracket,99.24
0,B00881,6399312.0,79.08,-5.19,113.89,lattice,
1,B00881,3812978.0,,171.53,316.09,tensile_bar,98.34
2,B00881,1417242.0,192.43,14.57,59.09,lattice,98.42
3,B00881,2155039.0,-178.26,249.99,288.17,lattice,98.35
0,B00882,1052063.0,151.13,,186.42,bracket,97.6
1,B00882,2984195.0,18.33,-233.54,319.23,cube,96.92
2,B00882,2859843.0,-67.6,-117.75,36.61,cube,97.27
3,B00882,2610275.0,-74.88,-92.03,68.61,cube,97.39
0,B00883,5386651.0,-16.9,113.51,244.25,lattice,
1,B00883,5169491.0,-237.8,-51.79,261.65,tensile_bar,99.31
2,B00883,268529.0,-131.43,133.99,305.19,bracket,98.13
3,B00883,7141946.0,-183.04,-12.36,37.38,lattice,98.71
4,B00883,3648788.0,209.76,-87.52,226.7,cube,99.66
0,B00884,2725703.0,-116.42,,142.58,lattice,99.34
1,B00884,4181659.0,142.03,-55.75,111.45,tensile_bar,97.64
2,B00884,5381260.0,-41.45,152.48,21.27,tensile_bar,98.46
3,B00884,3591247.0,-213.49,120.87,250.72,cube,97.45
4,B00884,2215331.0,-106.76,-240.9,48.36,bracket,
0,B00885,1969813.0,209.06,62.8,,cube,96.73
1,B00885,7311064.0,-156.17,236.98,299.18,bracket,
2,B00885,5502323.0,144.88,-21.98,259.56,tensile_bar,
3,B00885,3801769.0,-194.76,181.69,39.82,bracket,96.36
0,B00886,4603077.0,-2.66,-62.35,,tensile_bar,98.2
1,B00886,1807202.0,-75.0,2.68,92.02,lattice,97.79
2,B00886,4082011.0,203.55,-176.06,2.04,tensile_bar,98.17
3,B00886,3474571.0,-165.79,-44.47,223.89,lattice,97.98
0,B00887,3215478.0,-95.44,-247.75,315.58,tensile_bar,98.13
1,B00887,3527801.0,-153.51,-181.26,237.98,lattice,97.96
2,B00887,9643134.0,179.75,-198.47,285.36,lattice,98.32
3,B00887,5388290.0,,246.75,292.29,lattice,98.02
0,B00888,3350519.0,-103.94,-34.02,292.33,bracket,98.99
1,B00888,5668468.0,-244.57,233.52,56.99,lattice,98.89
2,B00888,3551264.0,-203.03,205.66,178.2,tensile_bar,
3,B00888,,36.24,188.26,294.05,cube,98.23
0,B00889,1344947.0,81.87,212.26,127.71,bracket,99.12
1,B00889,,-194.31,-101.25,73.19,cube,98.7
2,B00889,8604154.0,140.22,-230.02,263.42,lattice,98.21
3,B00889,5372879.0,19.35,84.43,28.4,tensile_bar,98.51
4,B00889,1968445.0,-132.55,-44.24,117.94,bracket,99.22
0,B00890,2547545.0,-105.04,-163.99,69.65,tensile_bar,97.98
1,B00890,3372723.0,183.94,76.28,280.82,cube,
2,B00890,2696826.0,-156.55,129.19,75.93,bracket,97.21
3,B00890,,-174.73,-194.24,144.99,lattice,97.08
0,B00891,4768183.0,-100.58,-158.58,194.76,lattice,98.86
1,B00891,4305686.0,-146.7,-146.29,83.32,tensile_bar,99.0
2,B00891,856381.0,-86.95,172.83,117.46,lattice,98.8
3,B00891,4394186.0,83.42,,291.65,tensile_bar,99.5
4,B00891,7473614.0,1.48,75.29,41.99,lattice,99.26
0,B00892,6786632.0,112.56,,104.56,lattice,
1,B00892,2298737.0,48.69,-35.33,260.96,lattice,98.11
2,B00892,1910939.0,-225.14,-105.09,335.08,lattice,97.97
3,B00892,3791354.0,239.41,-3.03,273.9,bracket,98.34
4,B00892,398260.0,201.34,,233.53,lattice,98.34
0,B00893,6174243.0,86.1,62.96,,bracket,96.47
1,B00893,1463834.0,-219.41,-8.51,,bracket,96.63
2,B00893,6425727.0,182.65,-145.88,,bracket,96.8
3,B00893,6313830.0,186.21,-28.8,316.21,tensile_bar,96.28
0,B00894,5077054.0,41.27,130.6,,bracket,98.29
1,B00894,1357204.0,14.32,188.71,92.95,tensile_bar,
2,B00894,7036951.0,57.18,97.68,253.84,lattice,98.15
3,B00894,4938986.0,104.19,195.52,249.59,lattice,98.4
4,B00894,,-233.1,-35.78,97.2,tensile_bar,97.98
0,B00895,2316671.0,-236.34,-171.96,323.51,lattice,99.5
1,B00895,3240615.0,107.89,176.53,328.3,tensile_bar,99.17
2,B00895,,-0.81,40.78,184.91,bracket,98.81
3,B00895,4514490.0,-240.49,,214.75,tensile_bar,99.03
4,B00895,9416279.0,-207.12,6.73,195.58,bracket,98.41
0,B00896,3891821.0,-116.5,-209.38,,tensile_bar,96.66
1,B00896,1165642.0,28.86,-47.92,135.9,cube,96.59
2,B00896,8036659.0,-230.55,-220.91,290.97,bracket,96.11
3,B00896,2684419.0,,22.25,71.57,bracket,
4,B00896,2507063.0,236.76,125.33,179.97,tensile_bar,96.65
5,B00896,3420858.0,180.88,134.88,11.13,bracket,96.41
0,B00897,6403966.0,-13.52,-77.27,200.43,lattice,98.53
1,B00897,1736123.0,33.32,123.5,232.62,bracket,99.16
2,B00897,5647484.0,23.97,-67.62,307.35,lattice,
3,B00897,1429995.0,18.18,-40.61,152.52,cube,98.36
0,B00898,3627440.0,173.01,193.07,343.13,bracket,98.18
1,B00898,10727026.0,-177.61,-44.3,239.2,tensile_bar,98.6
2,B00898,4774036.0,-175.33,-211.36,115.45,lattice,97.77
3,B00898,2668288.0,-181.42,-102.11,145.39,lattice,98.79
0,B00899,2536636.0,-241.41,-43.64,298.76,cube,97.72
1,B00899,,-143.47,133.44,173.55,cube,97.52
2,B00899,,144.47,-218.42,266.85,bracket,97.89
3,B00899,5666348.0,-87.91,-128.81,53.16,cube,98.0
0,B00900,4187161.0,195.39,-82.34,195.78,lattice,97.72
1,B00900,1417085.0,3.63,-249.17,93.68,cube,98.1
2,B00900,1083887.0,42.21,192.55,161.81,bracket,99.0
3,B00900,,49.13,26.33,2.83,bracket,98.63
4,B00900,2306420.0,147.39,,196.34,tensile_bar,
5,B00900,10041931.0,121.31,-125.09,171.41,bracket,98.68
0,B00901,3205550.0,68.57,-33.32,137.97,lattice,98.76
1,B00901,10162210.0,105.04,56.68,324.7,tensile_bar,92.23
2,B00901,2066056.0,-235.48,-135.94,56.71,bracket,97.96
3,B00901,3295533.0,-120.88,-6.47,91.37,cube,98.94
0,B00902,,-138.6,241.29,,cube,97.57
1,B00902,1848018.0,-89.29,-227.46,243.91,lattice,98.17
2,B00902,2109240.0,34.45,177.21,284.61,lattice,97.39
3,B00902,2396833.0,-117.4,77.65,7.28,cube,97.64
